SCHLUESSEL,BERUFINT,BERUFVERZ,RO,BESCHARTA,BESCHARTB,ENTSENDEG,BLTAETIGKEIT,TRFIELD,REPL_ID,REPL_DATABASE,IENTGELTGRUPPE,SSICHTBARINMAND,CSELEKTIONSKENNZEICHEN,IWEBPORTAL,SWEBPORTALTEXT,AUSGTAETIGKEITSSCHLUESSEL,AKTIV,WARNUNGMINDESTLOHN,HOCHSCHULBERUF,VORRAUSSETZUNG,LFDNRAUSGTAETIGKEIT,SWEBPORTALTEXT2,CFREMDSCHLUESSEL,AUTO_UEBERNAHME_PERSONAL,PROSOFT_RECRUITING_SOURCE_ID,DKZ_ID
32122,Sozialökonom/in / Sozialwirt/in,Sozialökonom/in / Sozialwirt/in,,,,,,,43914,1604123803,,,,,,91484,1,,,,,,,1,,
32123,Junior Researcher,Junior Researcher,,,,,,,43915,1604123803,,,,,,91484,1,,,,,,,1,,
32124,Fachkraft für Absatzwirtschaft,Fachkraft für Absatzwirtschaft,,,,,,,43916,1604123803,,,,,,92112,1,,,,,,,1,,
32125,Kaufmann/-frau - Kommunikation,Kaufmann/-frau - Kommunikation,,,,,,,43917,1604123803,,,,,,92112,1,,,,,,,1,,
32126,Kaufmann/-frau - Marketingkommunikation,Kaufmann/-frau - Marketingkommunikation,,,,,,,43918,1604123803,,,,,,92112,1,,,,,,,1,,
32127,Kaufmännische/r Assistent/in/Wirtschaftsassistent/,Kaufmännische/r Assistent/in/Wirtschaftsassistent/,,,,,,,43919,1604123803,,,,,,92112,1,,,,,,,1,,
32128,Marketingfachkraft,Marketingfachkraft,,,,,,,43920,1604123803,,,,,,92112,1,,,,,,,1,,
32129,Marketingassistent/in,Marketingassistent/in,,,,,,,43921,1604123803,,,,,,92112,1,,,,,,,1,,
32130,Marketingkaufmann/-frau,Marketingkaufmann/-frau,,,,,,,43922,1604123803,,,,,,92112,1,,,,,,,1,,
32131,Marketingsachbearbeiter/in,Marketingsachbearbeiter/in,,,,,,,43923,1604123803,,,,,,92112,1,,,,,,,1,,
32132,Marketingfachkraft/-assistent/in,Marketingfachkraft/-assistent/in,,,,,,,43924,1604123803,,,,,,92112,1,,,,,,,1,,
32133,Salespromoter/in,Salespromoter/in,,,,,,,43925,1604123803,,,,,,92112,1,,,,,,,1,,
32134,Reklamefachmann/-frau,Reklamefachmann/-frau,,,,,,,43926,1604123803,,,,,,92112,1,,,,,,,1,,
32135,Werbeassistent/in,Werbeassistent/in,,,,,,,43927,1604123803,,,,,,92112,1,,,,,,,1,,
32136,Werbekaufmann/-frau,Werbekaufmann/-frau,,,,,,,43928,1604123803,,,,,,92112,1,,,,,,,1,,
32137,Werbesachbearbeiter/in,Werbesachbearbeiter/in,,,,,,,43929,1604123803,,,,,,92112,1,,,,,,,1,,
32138,Werbefachmann/-fachfrau,Werbefachmann/-fachfrau,,,,,,,43930,1604123803,,,,,,92112,1,,,,,,,1,,
32139,Wirtschaftskaufmann/-frau - Werbung,Wirtschaftskaufmann/-frau - Werbung,,,,,,,43931,1604123803,,,,,,92112,1,,,,,,,1,,
32140,Wirtschaftskaufmann/-frau - Agitation/Propaganda/W,Wirtschaftskaufmann/-frau - Agitation/Propaganda/W,,,,,,,43932,1604123803,,,,,,92112,1,,,,,,,1,,
32141,Öko-Marketing-Assistent/in,Öko-Marketing-Assistent/in,,,,,,,43933,1604123803,,,,,,92112,1,,,,,,,1,,
32142,Internationale/r Marketingassistent/in,Internationale/r Marketingassistent/in,,,,,,,43934,1604123803,,,,,,92112,1,,,,,,,1,,
32143,Kontaktassistent/in,Kontaktassistent/in,,,,,,,43935,1604123803,,,,,,92112,1,,,,,,,1,,
32144,Franchise-Fachkraft,Franchise-Fachkraft,,,,,,,43936,1604123803,,,,,,92112,1,,,,,,,1,,
32145,Assistent/in - Marketing,Assistent/in - Marketing,,,,,,,43937,1604123803,,,,,,92112,1,,,,,,,1,,
32146,Assistant Product Manager/in,Assistant Product Manager/in,,,,,,,43938,1604123803,,,,,,92112,1,,,,,,,1,,
32147,Assistent/in - Werbung und Verkaufsförderung,Assistent/in - Werbung und Verkaufsförderung,,,,,,,43939,1604123803,,,,,,92112,1,,,,,,,1,,
32148,Assistent/in - Vice President Marketing und Managi,Assistent/in - Vice President Marketing und Managi,,,,,,,43940,1604123803,,,,,,92112,1,,,,,,,1,,
32149,POS-Manager/in,POS-Manager/in,,,,,,,43941,1604123803,,,,,,92113,1,,,,,,,1,,
32150,Fachwirt/in - Werbung,Fachwirt/in - Werbung,,,,,,,43942,1604123803,,,,,,92113,1,,,,,,,1,,
32151,Fachberater/in - Werbung,Fachberater/in - Werbung,,,,,,,43943,1604123803,,,,,,92113,1,,,,,,,1,,
32152,Fachkaufmann/-frau - Marketing,Fachkaufmann/-frau - Marketing,,,,,,,43944,1604123803,,,,,,92113,1,,,,,,,1,,
32153,Fachmann/-frau - Direktmarketing,Fachmann/-frau - Direktmarketing,,,,,,,43945,1604123803,,,,,,92113,1,,,,,,,1,,
32154,Fachwirt/in - Marketing und Werbung,Fachwirt/in - Marketing und Werbung,,,,,,,43946,1604123803,,,,,,92113,1,,,,,,,1,,
32155,Fachberater/in - Marketing und Vertrieb,Fachberater/in - Marketing und Vertrieb,,,,,,,43947,1604123803,,,,,,92113,1,,,,,,,1,,
32156,Fachkaufmann/-frau - Werbung u. Kommunikation,Fachkaufmann/-frau - Werbung u. Kommunikation,,,,,,,43948,1604123803,,,,,,92113,1,,,,,,,1,,
32157,Fachkaufmann/-frau - Werbung und Kommunikation,Fachkaufmann/-frau - Werbung und Kommunikation,,,,,,,43949,1604123803,,,,,,92113,1,,,,,,,1,,
32158,Marketingwirt/in,Marketingwirt/in,,,,,,,43950,1604123803,,,,,,92113,1,,,,,,,1,,
32159,Marktentwickler/in,Marktentwickler/in,,,,,,,43951,1604123803,,,,,,92113,1,,,,,,,1,,
32160,Marketingberater/in,Marketingberater/in,,,,,,,43952,1604123803,,,,,,92113,1,,,,,,,1,,
32161,Marketingmanager/in,Marketingmanager/in,,,,,,,43953,1604123803,,,,,,92113,1,,,,,,,1,,
32162,Marketing Researcher,Marketing Researcher,,,,,,,43954,1604123803,,,,,,92113,1,,,,,,,1,,
32163,Marketingfachwirt/in,Marketingfachwirt/in,,,,,,,43955,1604123803,,,,,,92113,1,,,,,,,1,,
32164,Marketingspezialist/in,Marketingspezialist/in,,,,,,,43956,1604123803,,,,,,92113,1,,,,,,,1,,
32165,Marketingfachmann/-frau,Marketingfachmann/-frau,,,,,,,43957,1604123803,,,,,,92113,1,,,,,,,1,,
32166,Marketingkoordinator/in,Marketingkoordinator/in,,,,,,,43958,1604123803,,,,,,92113,1,,,,,,,1,,
32167,Marketingfachkaufmann/-frau,Marketingfachkaufmann/-frau,,,,,,,43959,1604123803,,,,,,92113,1,,,,,,,1,,
32168,Marketing-Kommunikationswirt/in,Marketing-Kommunikationswirt/in,,,,,,,43960,1604123803,,,,,,92113,1,,,,,,,1,,
32169,Marketing- und Vertriebsökonom/in,Marketing- und Vertriebsökonom/in,,,,,,,43961,1604123803,,,,,,92113,1,,,,,,,1,,
32170,Marketing-Kommunikations-Ökonom/in,Marketing-Kommunikations-Ökonom/in,,,,,,,43962,1604123803,,,,,,92113,1,,,,,,,1,,
32171,Marketingsbetriebswirt/in (Fachschule),Marketingsbetriebswirt/in (Fachschule),,,,,,,43963,1604123803,,,,,,92113,1,,,,,,,1,,
32172,Absatz- und Werbewirtschaftler/in,Absatz- und Werbewirtschaftler/in,,,,,,,43964,1604123803,,,,,,92113,1,,,,,,,1,,
32173,Betriebswerber/in,Betriebswerber/in,,,,,,,43965,1604123803,,,,,,92113,1,,,,,,,1,,
32174,Bezieherwerber/in,Bezieherwerber/in,,,,,,,43966,1604123803,,,,,,92113,1,,,,,,,1,,
32175,Betriebswirt/in (Fachschule) - Absatz/Marketing,Betriebswirt/in (Fachschule) - Absatz/Marketing,,,,,,,43967,1604123803,,,,,,92113,1,,,,,,,1,,
32176,Betriebswirt/in (Fachschule) - Marketingkommunikat,Betriebswirt/in (Fachschule) - Marketingkommunikat,,,,,,,43968,1604123803,,,,,,92113,1,,,,,,,1,,
32177,Lesezirkelwerbungsmittler/in,Lesezirkelwerbungsmittler/in,,,,,,,43969,1604123803,,,,,,92113,1,,,,,,,1,,
32178,Merchandiser,Merchandiser,,,,,,,43970,1604123803,,,,,,92113,1,,,,,,,1,,
32179,Mediaplaner/in,Mediaplaner/in,,,,,,,43971,1604123803,,,,,,92113,1,,,,,,,1,,
32180,Medienberater/in (Werbung),Medienberater/in (Werbung),,,,,,,43972,1604123803,,,,,,92113,1,,,,,,,1,,
32181,Medienberater/in (Medienpädagogik),Medienberater/in (Medienpädagogik),,,,,,,43973,1604123803,,,,,,92113,1,,,,,,,1,,
32182,Medienberater/in - Audiovisuelle Medien,Medienberater/in - Audiovisuelle Medien,,,,,,,43974,1604123803,,,,,,92113,1,,,,,,,1,,
32183,Medienberater/in (visuelle Kommunikation),Medienberater/in (visuelle Kommunikation),,,,,,,43975,1604123803,,,,,,92113,1,,,,,,,1,,
32184,Reklameberater/in,Reklameberater/in,,,,,,,43976,1604123803,,,,,,92113,1,,,,,,,1,,
32185,Reintexter/in (Werbung),Reintexter/in (Werbung),,,,,,,43977,1604123803,,,,,,92113,1,,,,,,,1,,
32186,Service-Merchandiser/in,Service-Merchandiser/in,,,,,,,43978,1604123803,,,,,,92113,1,,,,,,,1,,
32187,Texter/in,Texter/in,,,,,,,43979,1604123803,,,,,,92113,1,,,,,,,1,,
32188,"Textgestalter/in (Werbung, Public-Relations)","Textgestalter/in (Werbung, Public-Relations)",,,,,,,43980,1604123803,,,,,,92113,1,,,,,,,1,,
32189,Verkehrswerber/in,Verkehrswerber/in,,,,,,,43981,1604123803,,,,,,92113,1,,,,,,,1,,
32190,Verkaufsförderer/-förderin,Verkaufsförderer/-förderin,,,,,,,43982,1604123803,,,,,,92113,1,,,,,,,1,,
32191,Werbewirt/in,Werbewirt/in,,,,,,,43983,1604123803,,,,,,92113,1,,,,,,,1,,
32192,Werbetexter/in,Werbetexter/in,,,,,,,43984,1604123803,,,,,,92113,1,,,,,,,1,,
32193,Werbeökonom/in,Werbeökonom/in,,,,,,,43985,1604123803,,,,,,92113,1,,,,,,,1,,
32194,Werbeberater/in,Werbeberater/in,,,,,,,43986,1604123803,,,,,,92113,1,,,,,,,1,,
32195,Werbemittler/in,Werbemittler/in,,,,,,,43987,1604123803,,,,,,92113,1,,,,,,,1,,
32196,Werbefachwirt/in,Werbefachwirt/in,,,,,,,43988,1604123803,,,,,,92113,1,,,,,,,1,,
32197,Werbetechniker/in,Werbetechniker/in,,,,,,,43989,1604123803,,,,,,92113,1,,,,,,,1,,
32198,Werbungsmittler/in,Werbungsmittler/in,,,,,,,43990,1604123803,,,,,,92113,1,,,,,,,1,,
32199,Werbekorrespondent/in,Werbekorrespondent/in,,,,,,,43991,1604123803,,,,,,92113,1,,,,,,,1,,
32200,Channel Marketing Spezialist/in,Channel Marketing Spezialist/in,,,,,,,43992,1604123803,,,,,,92113,1,,,,,,,1,,
32201,Lizenzmanager/in,Lizenzmanager/in,,,,,,,43993,1604123803,,,,,,92113,1,,,,,,,1,,
32202,Online-Marketing-Manager/in,Online-Marketing-Manager/in,,,,,,,43994,1604123803,,,,,,92113,1,,,,,,,1,,
32203,Kontakter/in,Kontakter/in,,,,,,,43995,1604123803,,,,,,92113,1,,,,,,,1,,
32204,Kommunikationswirt/in,Kommunikationswirt/in,,,,,,,43996,1604123803,,,,,,92113,1,,,,,,,1,,
32205,Kooperationsmanager/in,Kooperationsmanager/in,,,,,,,43997,1604123803,,,,,,92113,1,,,,,,,1,,
32206,Kontaktmann/-frau (Werbung),Kontaktmann/-frau (Werbung),,,,,,,43998,1604123803,,,,,,92113,1,,,,,,,1,,
32207,Kommunikationsfachmann/-frau,Kommunikationsfachmann/-frau,,,,,,,43999,1604123803,,,,,,92113,1,,,,,,,1,,
32208,Konzeptionstexter/in (Werbung),Konzeptionstexter/in (Werbung),,,,,,,44000,1604123803,,,,,,92113,1,,,,,,,1,,
32209,Brand-Manager/in,Brand-Manager/in,,,,,,,44001,1604123803,,,,,,92113,1,,,,,,,1,,
32210,Produktplaner/in,Produktplaner/in,,,,,,,44002,1604123803,,,,,,92113,1,,,,,,,1,,
32211,Produktmanager/in,Produktmanager/in,,,,,,,44003,1604123803,,,,,,92113,1,,,,,,,1,,
32212,Produktreferent/in,Produktreferent/in,,,,,,,44004,1604123803,,,,,,92113,1,,,,,,,1,,
32213,Produktbetreuer/in,Produktbetreuer/in,,,,,,,44005,1604123803,,,,,,92113,1,,,,,,,1,,
32214,Produktanalytiker/in,Produktanalytiker/in,,,,,,,44006,1604123803,,,,,,92113,1,,,,,,,1,,
32215,Produktbeobachter/in,Produktbeobachter/in,,,,,,,44007,1604123803,,,,,,92113,1,,,,,,,1,,
32216,Streuplaner/in,Streuplaner/in,,,,,,,44008,1604123803,,,,,,92113,1,,,,,,,1,,
32217,Juniorberater/in - Marketing,Juniorberater/in - Marketing,,,,,,,44009,1604123803,,,,,,92113,1,,,,,,,1,,
32218,Category-Manager/in,Category-Manager/in,,,,,,,44010,1604123803,,,,,,92114,1,,,,,,,1,,
32219,Marketing-Service-Manager/in,Marketing-Service-Manager/in,,,,,,,44011,1604123803,,,,,,92114,1,,,,,,,1,,
32220,Marketingsbetriebswirt/in (Hochschule),Marketingsbetriebswirt/in (Hochschule),,,,,,,44012,1604123803,,,,,,92114,1,,,,,,,1,,
32221,Master of Arts - International Marketing,Master of Arts - International Marketing,,,,,,,44013,1604123803,,,,,,92114,1,,,,,,,1,,
32222,Master of Sales and Marketing - Sales and Marketin,Master of Sales and Marketing - Sales and Marketin,,,,,,,44014,1604123803,,,,,,92114,1,,,,,,,1,,
32223,Betriebswirt/in (Hochschule) - Marketing,Betriebswirt/in (Hochschule) - Marketing,,,,,,,44015,1604123803,,,,,,92114,1,,,,,,,1,,
32224,Betriebswirt/in (Hochschule) - Dienstleistungsmana,Betriebswirt/in (Hochschule) - Dienstleistungsmana,,,,,,,44016,1604123803,,,,,,92114,1,,,,,,,1,,
32225,Werbemanager/in,Werbemanager/in,,,,,,,44017,1604123803,,,,,,92114,1,,,,,,,1,,
32226,Werbeingenieur/in,Werbeingenieur/in,,,,,,,44018,1604123803,,,,,,92114,1,,,,,,,1,,
32227,Werbebetriebswirt/in,Werbebetriebswirt/in,,,,,,,44019,1604123803,,,,,,92114,1,,,,,,,1,,
32228,Dienstleistungsmanagementbetriebswirt/in (Hochschu,Dienstleistungsmanagementbetriebswirt/in (Hochschu,,,,,,,44020,1604123803,,,,,,92114,1,,,,,,,1,,
32229,Ingenieur/in - Werbetechnik und Werbewirtschaft,Ingenieur/in - Werbetechnik und Werbewirtschaft,,,,,,,44021,1604123803,,,,,,92114,1,,,,,,,1,,
32230,Commercialmanger/in,Commercialmanger/in,,,,,,,44022,1604123803,,,,,,92114,1,,,,,,,1,,
32231,Kommunikationsorganisator/in,Kommunikationsorganisator/in,,,,,,,44023,1604123803,,,,,,92114,1,,,,,,,1,,
32232,E-Mail-Agent/in,E-Mail-Agent/in,,,,,,,44024,1604123803,,,,,,92122,1,,,,,,,1,,
32233,Call-Center-Agent/in,Call-Center-Agent/in,,,,,,,44025,1604123803,,,,,,92122,1,,,,,,,1,,
32234,Fachkraft - Merchandising,Fachkraft - Merchandising,,,,,,,44026,1604123803,,,,,,92122,1,,,,,,,1,,
32235,Fachkaufmann/-frau - Teleservice,Fachkaufmann/-frau - Teleservice,,,,,,,44027,1604123803,,,,,,92122,1,,,,,,,1,,
32236,Fachkraft - Telefonmarketing für Blinde und Sehbeh,Fachkraft - Telefonmarketing für Blinde und Sehbeh,,,,,,,44028,1604123803,,,,,,92122,1,,,,,,,1,,
32237,Kaufmann/-frau - Dialogmarketing,Kaufmann/-frau - Dialogmarketing,,,,,,,44029,1604123803,,,,,,92122,1,,,,,,,1,,
32238,Kaufmann/-frau - Telekommunikation,Kaufmann/-frau - Telekommunikation,,,,,,,44030,1604123803,,,,,,92122,1,,,,,,,1,,
32239,Servicefachkraft - Dialogmarketing,Servicefachkraft - Dialogmarketing,,,,,,,44031,1604123803,,,,,,92122,1,,,,,,,1,,
32240,Telefonagent/in,Telefonagent/in,,,,,,,44032,1604123803,,,,,,92122,1,,,,,,,1,,
32241,Telefonverkäufer/in,Telefonverkäufer/in,,,,,,,44033,1604123803,,,,,,92122,1,,,,,,,1,,
32242,Telekommunikationskaufmann/-frau,Telekommunikationskaufmann/-frau,,,,,,,44034,1604123803,,,,,,92122,1,,,,,,,1,,
32243,Hotline-Mitarbeiter/in,Hotline-Mitarbeiter/in,,,,,,,44035,1604123803,,,,,,92122,1,,,,,,,1,,
32244,Call-Center-Trainer/in,Call-Center-Trainer/in,,,,,,,44036,1604123803,,,,,,92123,1,,,,,,,1,,
32245,Call-Center-Fachwirt/in,Call-Center-Fachwirt/in,,,,,,,44037,1604123803,,,,,,92123,1,,,,,,,1,,
32246,Call-Center-Teamleiter/in,Call-Center-Teamleiter/in,,,,,,,44038,1604123803,,,,,,92123,1,,,,,,,1,,
32247,Call-Center-Supervisor/in,Call-Center-Supervisor/in,,,,,,,44039,1604123803,,,,,,92123,1,,,,,,,1,,
32248,Call-Center-Betriebswirt/in (Fachschule),Call-Center-Betriebswirt/in (Fachschule),,,,,,,44040,1604123803,,,,,,92123,1,,,,,,,1,,
32249,Call-Center-Management-Ökonom/in (Fachschule),Call-Center-Management-Ökonom/in (Fachschule),,,,,,,44041,1604123803,,,,,,92123,1,,,,,,,1,,
32250,Fachwirt/in - Call-Center,Fachwirt/in - Call-Center,,,,,,,44042,1604123803,,,,,,92123,1,,,,,,,1,,
32251,Fachwirt/in - Telekommunikation,Fachwirt/in - Telekommunikation,,,,,,,44043,1604123803,,,,,,92123,1,,,,,,,1,,
32252,Fachwirt/in - Tele-Service und Kommunikation,Fachwirt/in - Tele-Service und Kommunikation,,,,,,,44044,1604123803,,,,,,92123,1,,,,,,,1,,
32253,Betriebswirt/in (Fachschule) - Call-Center-Managem,Betriebswirt/in (Fachschule) - Call-Center-Managem,,,,,,,44045,1604123803,,,,,,92123,1,,,,,,,1,,
32254,Telemarketingberater/in,Telemarketingberater/in,,,,,,,44046,1604123803,,,,,,92123,1,,,,,,,1,,
32255,Teamleiter/in - Call-Center,Teamleiter/in - Call-Center,,,,,,,44047,1604123803,,,,,,92123,1,,,,,,,1,,
32256,Telekommunikationsfachwirt/in,Telekommunikationsfachwirt/in,,,,,,,44048,1604123803,,,,,,92123,1,,,,,,,1,,
32257,Spezialist/in - Telekommunikation,Spezialist/in - Telekommunikation,,,,,,,44049,1604123803,,,,,,92123,1,,,,,,,1,,
32258,"Trainer/in, Supervisor - Call-Center","Trainer/in, Supervisor - Call-Center",,,,,,,44050,1604123803,,,,,,92123,1,,,,,,,1,,
32259,Account-Manager/in,Account-Manager/in,,,,,,,44051,1604123803,,,,,,92133,1,,,,,,,1,,
32260,Key-Accounter/in,Key-Accounter/in,,,,,,,44052,1604123803,,,,,,92133,1,,,,,,,1,,
32261,Key-Account-Manager/in,Key-Account-Manager/in,,,,,,,44053,1604123803,,,,,,92133,1,,,,,,,1,,
32262,Relationship-Manager/in,Relationship-Manager/in,,,,,,,44054,1604123803,,,,,,92133,1,,,,,,,1,,
32263,Firmenkundenbetreuer/in,Firmenkundenbetreuer/in,,,,,,,44055,1604123803,,,,,,92133,1,,,,,,,1,,
32264,Auslandskundenbetreuer/in,Auslandskundenbetreuer/in,,,,,,,44056,1604123803,,,,,,92133,1,,,,,,,1,,
32265,Customer Relationship Manager/in,Customer Relationship Manager/in,,,,,,,44057,1604123803,,,,,,92133,1,,,,,,,1,,
32266,Kundenmanager/in,Kundenmanager/in,,,,,,,44058,1604123803,,,,,,92133,1,,,,,,,1,,
32267,Kundenberater/in,Kundenberater/in,,,,,,,44059,1604123803,,,,,,92133,1,,,,,,,1,,
32268,Kundenbetreuer/in,Kundenbetreuer/in,,,,,,,44060,1604123803,,,,,,92133,1,,,,,,,1,,
32269,Call-Center-Manager/in,Call-Center-Manager/in,,,,,,,44061,1604123803,,,,,,92194,1,,,,,,,1,,
32270,Marketingleiter/in,Marketingleiter/in,,,,,,,44062,1604123803,,,,,,92194,1,,,,,,,1,,
32271,Marketingdirektor/in,Marketingdirektor/in,,,,,,,44063,1604123803,,,,,,92194,1,,,,,,,1,,
32272,Marketingleiter (Marktforscher),Marketingleiter (Marktforscher),,,,,,,44064,1604123803,,,,,,92194,1,,,,,,,1,,
32273,Leiter/in - Restwertmanagement,Leiter/in - Restwertmanagement,,,,,,,44065,1604123803,,,,,,92194,1,,,,,,,1,,
32274,Reklamechef/in,Reklamechef/in,,,,,,,44066,1604123803,,,,,,92194,1,,,,,,,1,,
32275,Reklameleiter/in,Reklameleiter/in,,,,,,,44067,1604123803,,,,,,92194,1,,,,,,,1,,
32276,Werbeleiter/in,Werbeleiter/in,,,,,,,44068,1604123803,,,,,,92194,1,,,,,,,1,,
32277,Werbeabteilungsleiter/in,Werbeabteilungsleiter/in,,,,,,,44069,1604123803,,,,,,92194,1,,,,,,,1,,
32278,PR-Fachkraft,PR-Fachkraft,,,,,,,44070,1604123803,,,,,,92203,1,,,,,,,1,,
32279,PR-Berater/in,PR-Berater/in,,,,,,,44071,1604123803,,,,,,92203,1,,,,,,,1,,
32280,PR-Assistent/in,PR-Assistent/in,,,,,,,44072,1604123803,,,,,,92203,1,,,,,,,1,,
32281,PR-Fachmann/-frau,PR-Fachmann/-frau,,,,,,,44073,1604123803,,,,,,92203,1,,,,,,,1,,
32282,Campaigner/in,Campaigner/in,,,,,,,44074,1604123803,,,,,,92203,1,,,,,,,1,,
32283,Fachwirt/in - Public-Relation,Fachwirt/in - Public-Relation,,,,,,,44075,1604123803,,,,,,92203,1,,,,,,,1,,
32284,Fachwirt/in - Öffentlichkeitsarbeit,Fachwirt/in - Öffentlichkeitsarbeit,,,,,,,44076,1604123803,,,,,,92203,1,,,,,,,1,,
32285,Betriebsbesichtigungsleiter/in,Betriebsbesichtigungsleiter/in,,,,,,,44077,1604123803,,,,,,92203,1,,,,,,,1,,
32286,Berater/in - Financial Communications,Berater/in - Financial Communications,,,,,,,44078,1604123803,,,,,,92203,1,,,,,,,1,,
32287,Berater/in - Kapitalmarktkommunikation,Berater/in - Kapitalmarktkommunikation,,,,,,,44079,1604123803,,,,,,92203,1,,,,,,,1,,
32288,Betriebswirt/in (staatlich geprüft) - Öffentlichke,Betriebswirt/in (staatlich geprüft) - Öffentlichke,,,,,,,44080,1604123803,,,,,,92203,1,,,,,,,1,,
32289,Referent/in - Öffentlichkeitsarbeit/Marketing,Referent/in - Öffentlichkeitsarbeit/Marketing,,,,,,,44081,1604123803,,,,,,92203,1,,,,,,,1,,
32290,Öffentlichkeitsreferent/in,Öffentlichkeitsreferent/in,,,,,,,44082,1604123803,,,,,,92203,1,,,,,,,1,,
32291,Investor-Relations-Manager/in,Investor-Relations-Manager/in,,,,,,,44083,1604123803,,,,,,92203,1,,,,,,,1,,
32292,Corporate Profiler/in,Corporate Profiler/in,,,,,,,44084,1604123803,,,,,,92203,1,,,,,,,1,,
32293,Consultant (PR-Agentur),Consultant (PR-Agentur),,,,,,,44085,1604123803,,,,,,92203,1,,,,,,,1,,
32294,Lobbyist/in,Lobbyist/in,,,,,,,44086,1604123803,,,,,,92203,1,,,,,,,1,,
32295,Vorstandsreferent/in (Pressesprecher/in),Vorstandsreferent/in (Pressesprecher/in),,,,,,,44087,1604123803,,,,,,92203,1,,,,,,,1,,
32296,Spezialist/in - Investor Relations/Financial Analy,Spezialist/in - Investor Relations/Financial Analy,,,,,,,44088,1604123803,,,,,,92203,1,,,,,,,1,,
32297,Pressereferent/in,Pressereferent/in,,,,,,,44089,1604123803,,,,,,92203,1,,,,,,,1,,
32298,Assistent/in des/der Pressesprechers/-specherin,Assistent/in des/der Pressesprechers/-specherin,,,,,,,44090,1604123803,,,,,,92203,1,,,,,,,1,,
32299,Fundraiser/in,Fundraiser/in,,,,,,,44091,1604123803,,,,,,92203,1,,,,,,,1,,
32300,Public-Relations-Fachkraft,Public-Relations-Fachkraft,,,,,,,44092,1604123803,,,,,,92203,1,,,,,,,1,,
32301,Public-Relations-Berater/in,Public-Relations-Berater/in,,,,,,,44093,1604123803,,,,,,92203,1,,,,,,,1,,
32302,Public-Relations-Manager/in,Public-Relations-Manager/in,,,,,,,44094,1604123803,,,,,,92203,1,,,,,,,1,,
32303,Mediensprecher/in,Mediensprecher/in,,,,,,,44095,1604123803,,,,,,92204,1,,,,,,,1,,
32304,Regierungssprecher/in,Regierungssprecher/in,,,,,,,44096,1604123803,,,,,,92204,1,,,,,,,1,,
32305,Pressesprecher/in,Pressesprecher/in,,,,,,,44097,1604123803,,,,,,92204,1,,,,,,,1,,
32306,Leiter/in - Presse- und Öffentlichkeitsarbeit,Leiter/in - Presse- und Öffentlichkeitsarbeit,,,,,,,44098,1604123803,,,,,,92294,1,,,,,,,1,,
32307,Fachkraft - Verlagswesen,Fachkraft - Verlagswesen,,,,,,,44099,1604123803,,,,,,92302,1,,,,,,,1,,
32308,Kaufmann/-frau - Buchverlag,Kaufmann/-frau - Buchverlag,,,,,,,44100,1604123803,,,,,,92302,1,,,,,,,1,,
32309,Kaufmann/-frau - Verlagswesen,Kaufmann/-frau - Verlagswesen,,,,,,,44101,1604123803,,,,,,92302,1,,,,,,,1,,
32310,Kaufmännische/r Medienassistent/in,Kaufmännische/r Medienassistent/in,,,,,,,44102,1604123803,,,,,,92302,1,,,,,,,1,,
32311,Kaufmann/-frau - audiovisuelle Medien,Kaufmann/-frau - audiovisuelle Medien,,,,,,,44103,1604123803,,,,,,92302,1,,,,,,,1,,
32312,Kaufmännische/r Assistent/in - Verlagswesen,Kaufmännische/r Assistent/in - Verlagswesen,,,,,,,44104,1604123803,,,,,,92302,1,,,,,,,1,,
32313,Kaufmännische/r Mitarbeiter/in - Verlagswesen,Kaufmännische/r Mitarbeiter/in - Verlagswesen,,,,,,,44105,1604123803,,,,,,92302,1,,,,,,,1,,
32314,Kaufmann/-frau - Zeitungs- und Zeitschriftenverlag,Kaufmann/-frau - Zeitungs- und Zeitschriftenverlag,,,,,,,44106,1604123803,,,,,,92302,1,,,,,,,1,,
32315,Kaufmännische/r Assistent/in/Wirtschaftsassistent/,Kaufmännische/r Assistent/in/Wirtschaftsassistent/,,,,,,,44107,1604123803,,,,,,92302,1,,,,,,,1,,
32316,Herstellungsassistent/in (Verlag),Herstellungsassistent/in (Verlag),,,,,,,44108,1604123803,,,,,,92302,1,,,,,,,1,,
32317,Media-Fachkraft,Media-Fachkraft,,,,,,,44109,1604123803,,,,,,92302,1,,,,,,,1,,
32318,Mediadisponent/in,Mediadisponent/in,,,,,,,44110,1604123803,,,,,,92302,1,,,,,,,1,,
32319,Medienassistent/in,Medienassistent/in,,,,,,,44111,1604123803,,,,,,92302,1,,,,,,,1,,
32320,Mediasachbearbeiter/in,Mediasachbearbeiter/in,,,,,,,44112,1604123803,,,,,,92302,1,,,,,,,1,,
32321,Medienkaufmann/-frau Digital und Print,Medienkaufmann/-frau Digital und Print,,,,,,,44113,1604123803,,,,,,92302,1,,,,,,,1,,
32322,Verlagsfachkraft,Verlagsfachkraft,,,,,,,44114,1604123803,,,,,,92302,1,,,,,,,1,,
32323,Verlagswerber/in,Verlagswerber/in,,,,,,,44115,1604123803,,,,,,92302,1,,,,,,,1,,
32324,Verlagsassistent/in,Verlagsassistent/in,,,,,,,44116,1604123803,,,,,,92302,1,,,,,,,1,,
32325,Verleger/in (Verlag),Verleger/in (Verlag),,,,,,,44117,1604123803,,,,,,92302,1,,,,,,,1,,
